doc_id,filename,Texto,label
807,cl01,It was unlikely that any girl as sharp as Mary Jane Brennan would believe it without proof .,mystery
808,cl01,"But I had the proof , all documented in a legal agreement which I would show her the moment I was free to do so .",mystery
809,cl01,"As the bus turned into the main highway and headed toward Hanover I settled back in my seat and closed my eyes , thinking over the events of the past two weeks , trying to put the pieces in order .",mystery
810,cl01,"I wondered suddenly as I listened to the disconnected jabberings coming from the patient behind me , if I had not perhaps imagined it all .",mystery
811,cl01,"Perhaps this was reality and Dale Nelson , the actor , was delusion ; ;",mystery
812,cl01,a figment of Carl Anderson's imagination .,mystery
813,cl01,Four,mystery
814,cl01,I had come to Chicago from New York early in September with a dramatic production called Ask Tony .,mystery
815,cl01,"It was a bad play , real grade-A turkey , which only a prevalence of angels with grandiose dreams of capital gain and tax money to burn could have put into rehearsal .",mystery
816,cl01,"No one , not even the producer , had any real hope of getting it back to Broadway .",mystery
817,cl01,"But because it was a suspense gangster story of the Capone era , many of us felt that it might catch on for a run in Chicago , continue as a road company , and eventually become a movie .",mystery
818,cl01,Such optimism was completely unjustified .,mystery
819,cl01,The critics literally screamed their indignation .,mystery
820,cl01,Ask Tony was doomed from the moment Kupcinet leveled on it in his Sun-Times column .,mystery
821,cl01,We opened on Friday and closed the following Monday .,mystery
822,cl01,Out of the entire cast I alone received good notices for my portrayal of a psychopathic killer .,mystery
823,cl01,"This let me in for a lot of kidding from the rest of the company , two members of which were native Chicagoans .",mystery
824,cl01,We were paid off Tuesday morning and given tickets back to New York .,mystery
825,cl01,I felt lonely and depressed as I packed my bags at the Croydon Hotel .,mystery
826,cl01,It seemed to me that my life was destined to be one brilliant failure after another .,mystery
827,cl01,"I had been among the top third in my class at N.Y.U. , had wanted desperately to go to medical school , but I'd run out of money and energy at the same time .",mystery
828,cl01,"Then later I had quit my safe , secure five-a-week spot on a network soap opera to take a part in this play .",mystery
829,cl01,It seemed to me that I was not only unlucky but quite stupid as well .,mystery
830,cl01,I knew that I'd soon be back working as an orderly at the hospital or as a counterman at Union News or Schraffts while waiting for another acting job to open .,mystery
831,cl01,"It suddenly occurred to me that I did not particularly like acting , that I was at some sort of crossroads and would have to decide soon what I was going to do with my life .",mystery
832,cl01,"I closed the last bag and stood all three at the door for the bellboy to pick up , then went to the bathroom for a drink of water .",mystery
833,cl01,The telephone rang .,mystery
834,cl01,"When I answered it a voice too dignified and British to be real said , `` Is this Mr. Dale Nelson , the actor '' ? ?",mystery
835,cl01,"`` All right '' , I said .",mystery
836,cl01,`` Why don't you bastards lay off for a while '' ? ?,mystery
837,cl01,"`` I beg your pardon , sir '' ? ?",mystery
838,cl01,`` All right .,mystery
839,cl01,This is Dale Nelson the actor '' .,mystery
840,cl01,`` Good .,mystery
841,cl01,"I'm calling you , Mr. Nelson , at the request of Mr. Phillip Wycoff .",mystery
842,cl01,Could you possibly have lunch with him today ? ?,mystery
843,cl01,His car could pick you up at your hotel at twelve '' .,mystery
844,cl01,I smiled .,mystery
845,cl01,"`` You'll send the Rolls-Royce , of course '' ? ?",mystery
846,cl01,"`` Yes , of course , Mr. Nelson '' .",mystery
847,cl01,"I started to say something else appropriate , but the man had hung up .",mystery
848,cl01,I finally went downstairs to the bar off the main lobby where most of the cast were drowning their sorrows over the untimely passing of Ask Tony .,mystery
849,cl01,They all bowed low as I approached them .,mystery
850,cl01,"`` All right , you bastards '' , I said , `` the great actor is about to buy a drink '' .",mystery
851,cl01,I laid a tenspot on the bar and motioned to the bartender to serve a round .,mystery
852,cl01,He had just returned my change when the doorman came in off the street to page me .,mystery
853,cl01,I walked over to him .,mystery
854,cl01,`` You Mr. Nelson '' ? ?,mystery
855,cl01,He asked .,mystery
856,cl01,`` That's right '' .,mystery
857,cl01,`` Mr. Wycoff's car is waiting for you at the east entrance '' .,mystery
858,cl01,I followed him out through the lobby to the street .,mystery
859,cl01,"An ancient Rolls-Royce , as shiningly impressive as the day it came off the ship , was parked at the curb .",mystery
860,cl01,"The elderly chauffeur , immaculate in a dark uniform , stood stiffly at attention holding open the door of the town car .",mystery
861,cj57,"Some who have written on Utopia have treated it as `` a learned diversion of a learned world '' , `` a phantasy with which More amused himself '' , `` a holiday work , a spontaneous overflow of intellectual high spirits , a revel of debate , paradox , comedy and invention '' .",learned
862,cj57,"With respect to this view , two points are worth making .",learned
863,cj57,"First , it appears to be based on the fact that on its title page Utopia is described as `` festivus '' , `` gay '' .",learned
864,cj57,"It overlooks the other fact that it is described as `` Nec minus salutaris quam festivus '' , `` no less salutary than gay '' .",learned
865,cj57,"It also overlooks the fact that in a rational lexicon , and quite clearly in More's lexicon , the opposite of serious is not gay but frivolous , and the opposite of gay is not serious but solemn .",learned
866,cj57,More believed that a man could be both serious and gay .,learned
867,cj57,"That a writer who is gay cannot be serious is a common professional illusion , sedulously fostered by all too many academics who mistakenly believe that their frivolous efforts should be taken seriously because they are expressed with that dreary solemnity which is the only mode of expression their authors are capable of .",learned
868,cj57,"Secondly , to find a learned diversion and a pleasing joke in More's account of the stupid brutalities of early sixteenth century wars , of the anguish of the poor and dispossessed , of the insolence and cruelty of the rich and powerful requires a callousness toward suffering and sin that would be surprising in a moral imbecile and most surprising in More himself .",learned
869,cj57,"Indeed , it is even surprising in the Canon of Christ Church and Regius Professor of Ecclesiastical History , who fathered this most peculiar view , and in the brilliant Professor of Medieval and Renaissance English at Cambridge , who inherited it and is now its most eminent proponent .",learned
870,cj57,"But to return to the main line of our inquiry , it is doubtful that Utopia is still widely read because More was medieval or even because he was a martyr -- indeed , it is likely that these days many who read Utopia with interest do not even know that its author was a martyr .",learned
871,cj57,Utopia is still widely read because in a sense More stood on the margin of modernity .,learned
872,cj57,"And if he did stand on the margins of modernity , it was not in dying a martyr for such unity as Papal supremacy might be able to force on Western Christendom .",learned
873,cj57,"It was not even in writing Latin epigrams , sometimes bawdy ones , or in translating Lucian from Greek into Latin or in defending the study of Greek against the attack of conservative academics , or in attacking the conservative theologians who opposed Erasmus's philological study of the New Testament .",learned
874,cj57,Similar literary exercises were the common doings of a Christian humanist of the first two decades of the sixteenth century .,learned
875,cj57,"Had More's writings been wholly limited to such exercises , they would be almost as dimly remembered as those of a dozen or so other authors living in his time , whose works tenuously survive in the minds of the few hundred scholars who each decade in pursuit of their very specialized occasions read those works .",learned
876,cj57,More stands on the margins of modernity for one reason alone -- because he wrote Utopia .,learned
877,cj57,"And the evidence that he does , indeed , stand there derives quite simply from the vigorous interest with which rather casual readers have responded to that book for the past century or so .",learned
878,cj57,"Only one other contemporary of More's evokes so immediate and direct a response , and only one other contemporary work -- Niccolo Machiavelli and The Prince .",learned
879,cj57,Can we discover what it is in Utopia that has evoked this response ? ?,learned
880,cj57,Remember that in seeking the modern in Utopia we do not deny the existence of the medieval and the Renaissance there ; ;,learned
881,cj57,"we do not even need to commit ourselves to assessing on the same inconceivable scale the relative importance of the medieval , the Renaissance , and the modern .",learned
882,cj57,"The medieval was the most important to Chambers because he sought to place Thomas More , the author of Utopia , in some intelligible relation with St. Thomas More , the martyr .",learned
883,cj57,"To others whose concern it is to penetrate the significance of Christian Humanism , the Renaissance elements are of primary concern .",learned
884,cj57,But here we have a distinctly modern preoccupation ; ;,learned
885,cj57,we want to know why that book has kept on selling the way it has ; ;,learned
886,cj57,we want to know what is perennially new about Utopia .,learned
887,cj57,What is new about it ? ?,learned
888,cj57,To that question the answer is simple ; ;,learned
889,cj57,"it can be made in two words , Utopian communism .",learned
890,cj57,But it is an answer which opens the door wide to an onrush of objections and denials .,learned
891,cj57,Surely there is nothing new about communism .,learned
892,cj57,"We find it in Plato's Republic , and in Utopia More acknowledges his debt to that book .",learned
893,cj57,"We find it in that `` common way of life pleasing to Christ and still in use among the truest societies of Christians '' , that is , the better monasteries which made it easier to convert the Utopians to Christianity .",learned
894,cj57,We find it in the later Stoic conception of man's natural condition which included the community of all possessions .,learned
895,cj57,This conception was taken up by the early Church Fathers and by canon lawyers and theologians in the Middle Ages ; ;,learned
896,cj57,and More was far too well read not to have come across it in one or several of the forms thus given it .,learned
897,cj57,"But although the idea of communism is very old even in More's day and did not spring full-clad from his imagination in 1515 , it is not communism as such that we are concerned with .",learned
898,cj57,"We are concerned not with the genus communism nor with other species of the genus : Platonic , Stoic , early Christian , monastic , canonist or theological communism ; ;",learned
899,cj57,"we are concerned with Utopian communism -- that is , simply communism as it appears in the imaginary commonwealth of Utopia , as More conceived it .",learned
900,cj57,Perhaps one way to sharpen our sense of the modernity of Utopian communism is to contrast it with the principal earlier types of communistic theory .,learned
901,cj57,We will achieve a more vivid sense of what it is by realizing what it is not .,learned
902,cj57,In Plato's Republic communism is -- to speak anachronistically -- a communism of Janissaries .,learned
903,cj57,"Its function is to separate from the base ruled mass , among whom private ownership prevails , the governing warrior elite .",learned
904,cj57,"Moreover , it is too readily forgotten that in the Republic what gave the initial impetus to Plato's excursus into the construction of an imaginary commonwealth with its ruling-class communism of goods , wives , and children , was his quest for a canon for the proper ordering of the individual human psyche ; ;",learned
905,cj57,and it is to this problem that the Republic ultimately returns .,learned
906,cj57,In More's Utopia communism is not a means of separating out a warrior elite from the lumpish mass .,learned
907,cj57,Utopian communism applies to all Utopians .,learned
908,cj57,And in the economy of the book it is not peripheral but central .,learned
909,cj57,"The concern of Utopia is with the optimo reipublicae statu , the best ordering of a civil society ; ;",learned
910,cj57,and it is again and again made clear that Utopian communism provides the institutional array indispensible to that best ordering .,learned
911,cj57,"To derive Utopian communism from the Jerusalem Christian community of the apostolic age or from its medieval successors-in-spirit , the monastic communities , is with an appropriate shift of adjectives , misleading in the same way as to derive it from Plato's Republic : in the Republic we have to do with an elite of physical and intellectual athletes , in the apostolic and monastic communities with an elite of spiritual and religious athletes .",learned
912,cj57,The apostolic community was literally an elite : chosen by Christ himself .,learned
913,cj57,"And the monastic communities were supposed to be made up of volunteers selected only after a novitiate which would test their religious aptitude for monastic rigors , their spiritual athleticism .",learned
914,cj57,"Finally , the conception of the natural community of all possessions which originated with the Stoics was firmly fixed in a tradition by More's time , although it was not accepted by all the theologian-philosophers of the Middle Ages .",learned
915,cj57,In that tradition communism lay a safe distance back in the age of innocence before the Fall of Man .,learned
916,cj57,"It did not serve to contrast the existing order of society with a possible alternative order , because the age of innocence was not a possible alternative once man had sinned .",learned
917,cj57,The actual function of patristic communism was adequately set forth by St. Gregory almost a millenium before More wrote Utopia .,learned
918,cj57,`` The soil is common to all men .,learned
919,cj57,"When we give the necessities of life to the poor , we restore to them what is already theirs .",learned
920,cj57,We should think of it more as an act of justice than compassion '' .,learned
921,cj57,Because community not severalty of property is the law of nature no man can assert an absolutely unalterable right to what is his .,learned
922,cj57,"Indeed , of all that is his every man is by nature and reason and therefore by conscience obligated to regard himself as a custodian .",learned
923,cj57,"He is a trustee for the common good , however feeble the safeguards which the positive or municipal law of property provides against his misuse of that share of the common fund , wisely or unwisely , entrusted to his keeping .",learned
924,cj57,"In contrast to this Stoic-patristic view , Utopia implies that the nature of man is such that to rely on individual conscience to supply the deficiencies of municipal law is to embark on the bottomless sea of human sinfulness in a sieve .",learned
925,cj57,The Utopians brace conscience with legal sanctions .,learned
926,cj57,In a properly ordered society the massive force of public law performs the function which in natural law theory ineptly is left altogether to a small voice so often still .,learned
927,cj57,In all the respects just indicated Utopian communism differs from previous conceptions in which community of possessions and living plays a role .,learned
928,cj57,Neither from one of these conceptions nor from a combination of them can it be deduced .,learned
929,cj57,We do not deny originality to the Agamemnon because Aeschylus found the tales of the house of Atreus among the folk lore of the Greeks .,learned
930,cj57,"In a like sense whatever bits or shreds of previous conceptions one may find in it , Utopian communism remains , as an integral whole , original -- a new thing .",learned
931,cj57,It is not merely a new thing ; ;,learned
932,cj57,it is one of the very few new things in Utopia ; ;,learned
933,cj57,most of the rest is medieval or humanist or part of an old tradition of social criticism .,learned
934,cj57,But to say that at a moment in history something is new is not necessarily to say that it is modern ; ;,learned
935,cj57,"and for this statement the best evidence comes within the five years following the publication of Utopia , when Martin Luther elaborates a new perception of the nature of the Divine's encounter with man .",learned
936,cj57,"New , indeed , is Luther's perception , but not modern , as anyone knows who has ever tried to make intelligible to modern students what Luther was getting at .",learned
937,cj57,"Although Utopian communism is both new in 1516 and also modern , it is not modern communism or even modern socialism , as they exist or have ever existed in theory or in practice .",learned
938,cj57,Consider the features of Utopian communism : generous public provision for the infirm ; ;,learned
939,cj57,"democratic and secret elections of all officers including priests , meals taken publicly in common refectories ; ;",learned
940,cj57,a common habit or uniform prescribed for all citizens ; ;,learned
941,cj57,even houses changed once a decade ; ;,learned
942,cj57,"six hours of manual labor a day for all but a handful of magistrates and scholars , and careful measures to prevent anyone from shirking ; ;",learned
943,cj57,"no private property , no money ; ;",learned
944,cj57,"no sort of pricing at all for any goods or services , and therefore no market in the economic sense of the term .",learned
945,cj57,"Whatever the merits of its intent , Utopian communism is far too naive , far too crude , to suit any modern socialist or communist .",learned
946,cj57,"It is not the details of Utopian communism that make Utopia modern , it is the spirit , the attitude of mind that informs those details .",learned
947,cj57,"What that spirit and attitude were we can best understand if we see more precisely how it contrasts with the communist tradition with the longest continuous history , the one which reached Christianity by the way of Stoicism through the Church Fathers of Late Antiquity .",learned
948,cf06,Are you retiring now ? ?,lore
949,cf06,"If so , are you saying , `` Where did the last few years go ? ?",lore
950,cf06,How did I get to be sixty-five so fast ? ?,lore
951,cf06,What do I do now '' ? ?,lore
952,cf06,"Yes , retirement seems to creep upon you suddenly .",lore
953,cf06,Somehow we old-timers never figured we would ever retire .,lore
954,cf06,We always thought we would die with our boots on .,lore
955,cf06,Out of the blue comes talk of pension plans .,lore
956,cf06,Compulsory retirement at sixty-five looms on our horizon .,lore
957,cf06,"Still , it seems in the far future .",lore
958,cf06,"Suddenly , one day , up it pops ! !",lore
959,cf06,Sixty-five years and you've had it ! !,lore
960,cf06,"So , now what ? ?",lore
961,cf06,Oh sure ! !,lore
962,cf06,You've thought about it before in a hazy sort of way .,lore
963,cf06,But ! !,lore
964,cf06,It never seemed real ; ;,lore
965,cf06,never seemed as if it could happen to you ; ;,lore
966,cf06,only to the other fellow .,lore
967,cf06,Now ! !,lore
968,cf06,Here it is ! !,lore
969,cf06,How am I going to live ? ?,lore
970,cf06,What am I going to do ? ?,lore
971,cf06,Where do I go from here ? ?,lore
972,cf06,A great many retired people are the so-called white collar workers .,lore
973,cf06,Are you one of these ? ?,lore
974,cf06,"If so , you are of the old school .",lore
975,cf06,"You are conscientious , hard working , honest , accurate , a good penman , and a stickler for a job well done , with no loose ends .",lore
976,cf06,Everything must balance to the last penny .,lore
977,cf06,"Also you can spell , without consulting a dictionary for every other word .",lore
978,cf06,You never are late for work and seldom absent .,lore
979,cf06,"Actually , you can take no special credit for this .",lore
980,cf06,It is the way you were taught and your way of life .,lore
981,cf06,All this is standard equipment for a man of your day ; ;,lore
982,cf06,your stock in trade ; ;,lore
983,cf06,your livelihood .,lore
984,cf06,"However , the last few years of your life , things seem to be changing .",lore
985,cf06,Your way doesn't seem to be so darned important any more .,lore
986,cf06,You realize you are getting in the old fogy class .,lore
987,cf06,"To put it bluntly , you are getting out-moded .",lore
988,cf06,What's happened ? ?,lore
989,cf06,The answer is a new era .,lore
990,cf06,"Now , looming on the horizon are such things as estimated totals , calculated risks and I.B.M. machines .",lore
991,cf06,The Planning Dept. comes into existence .,lore
992,cf06,All sorts of plans come to life .,lore
993,cf06,This is followed by a boom in conferences .,lore
994,cf06,Yes sir ! !,lore
995,cf06,Conferences become very popular .,lore
996,cf06,"When a plan burst its seams , hasty conferences supply the necessary patch , and life goes merrily on .",lore
997,cf06,That's called progress ! !,lore
998,cf06,The new way of life ! !,lore
999,cf06,Let's face it ! !,lore
1000,cf06,You had your day and it was a good day .,lore
1001,cf06,Let this generation have theirs .,lore
1002,cf06,Time marches on ! !,lore
1003,cf06,"Well , to get back to the problem of retirement .",lore
1004,cf06,Every retiring person has a different situation facing him .,lore
1005,cf06,Some have plenty of money -- some have very little money .,lore
1006,cf06,Some are blest with an abundance of good health -- some are in poor health and many are invalids .,lore
1007,cf06,Some have lovely homes -- some live in small apartments .,lore
1008,cf06,Some have beautiful gardens -- some not even a blade of grass .,lore
1009,cf06,"Some have serenity of mind , the ability to accept what they have , and make the most of it ( a wonderful gift to have , believe me ) -- some see only darkness , the bitter side of everything .",lore
1010,cf06,"Well , whatever you have , that's it ! !",lore
1011,cf06,You've got to learn to live with it .,lore
1012,cf06,Now ! !,lore
1013,cf06,The question is `` How are you going to live with it '' ? ?,lore
1014,cf06,You can sit back and moan and bewail your lot .,lore
1015,cf06,Yes ! !,lore
1016,cf06,You can do this .,lore
1017,cf06,"But , if you do , your life will be just one thing -- unhappiness -- complete and unabridged .",lore
1018,cf06,"It seems to me , the first thing you've got to do , to be happy , is to face up to your problems , no matter what they may be .",lore
1019,cf06,Make up your mind to pool your resources and get the most out of your remaining years of life .,lore
1020,cf06,"One thing , I am sure of , you must get an interest in life .",lore
1021,cf06,You've got to do something .,lore
1022,cf06,"Many of you will say , `` Well , what can I do '' ? ?",lore
1023,cf06,Believe me ! !,lore
1024,cf06,"There are many , many things to do .",lore
1025,cf06,Find out what you like to do most and really give it a whirl .,lore
1026,cf06,"If you can't think of a thing to do , try something -- anything .",lore
1027,cf06,Maybe you will surprise yourself .,lore
1028,cf06,True ! !,lore
1029,cf06,We are not all great artists .,lore
1030,cf06,"I , frankly , can't draw a straight line .",lore
1031,cf06,"Maybe you are not that gifted either , but how about puttering around with the old paints ? ?",lore
1032,cf06,You may amaze yourself and acquire a real knack for it .,lore
1033,cf06,"Anyway , I'll bet you have a lot of fun .",lore
1034,cf06,Do you like to sew ? ?,lore
1035,cf06,"Does making your own clothes or even doll clothes , interest you ? ?",lore
1036,cf06,"Do you love to run up a hem , sew on buttons , make neat buttonholes ? ?",lore
1037,cf06,"If you do , go to it .",lore
1038,cf06,There is always a market for this line of work .,lore
1039,cf06,"Some women can sit and sew , crochet , tat or knit by the hour , and look calm and relaxed and turn out beautiful work .",lore
1040,cf06,"Where sewing is concerned , I'm a total loss .",lore
1041,cf06,"When you see a needle in my hands you will know the family buttons have fallen off and I have to sew them back on , or get out the safety pins .",lore
1042,cf06,"Then again , there's always that lovely old pastime of hooking or braiding rugs .",lore
1043,cf06,"Not for me , but perhaps just the thing for you .",lore
1044,cf06,Well ! !,lore
1045,cf06,"How's about mosaic tile , ceramics or similar arts and crafts ? ?",lore
1046,cf06,Some people love to crack tile and it's amazing what beautiful designs they come up with as a result of their cracking good time .,lore
1047,cf06,How about the art of cooking ? ?,lore
1048,cf06,"Do you yearn to make cakes and pies , or special cookies and candies ? ?",lore
1049,cf06,"There is always an open market for this sort of delicacy , in spite of low calorie diets , cottage cheese and hands-off-all-sweets to the contrary .",lore
1050,cf06,Some people can carve most anything out of a piece of wood .,lore
1051,cf06,"Some make beautiful chairs , cabinets , chests , doll houses , etc. .",lore
1052,cf06,Perhaps you couldn't do that but have you ever tried to see what you could do with a hunk of wood ? ?,lore
1053,cf06,"Outside of cutting your fingers , maybe you would come up with nothing at all , but then again , you might turn out some dandy little gadgets .",lore
1054,cf06,Some women get a real thrill out of housework .,lore
1055,cf06,"They love to dust , scrub , polish , wax floors , move the furniture around from place to place , take down the curtains , put up new ones and have themselves a real ball .",lore
1056,cf06,Maybe that's your forte .,lore
1057,cf06,It certainly isn't mine .,lore
1058,cf06,I can look at furniture in one spot year in and year out and really feel for sure that's where it belongs .,lore
1059,cf06,Perhaps you would like to become a writer .,lore
1060,cf06,This gives you a wide and varied choice .,lore
1061,cf06,"Will it be short stories , fiction , nonfiction , biography , poetry , children's stories , or even a book if you are really ambitious ? ?",lore
1062,cf06,"Ever since I was a child , I have always had a yen to try my hand at writing .",lore
1063,cf06,"If you do decide to write , you will soon become acquainted with rejection slips and dejection .",lore
1064,cf06,Don't be discouraged ! !,lore
1065,cf06,This is just being a normal writer .,lore
1066,cf06,"Just let the rejection slips fall where they may , and keep on plugging , and finally you will make the grade .",lore
1067,cf06,"Few new writers have their first story accepted , so they tell me .",lore
1068,cf06,"But , it could happen , and it may happen to you .",lore
1069,cf06,"Then there's always hobbies , collecting stamps , coins , timetables , salt and pepper shakers , elephants , dogs , dolls , shells , or shall we just say collecting anything your heart desires ? ?",lore
1070,cf06,I can hear some of you folks protesting .,lore
1071,cf06,"You say , `` But it costs a lot of money to have a hobby .",lore
1072,cf06,I haven't got that kind of money '' .,lore
1073,cf06,True ! !,lore
1074,cf06,It does cost a lot of money for most hobbies but there are hobbies that are for free .,lore
1075,cf06,"How about a rock collection , or a collection of leaves from different trees or shrubs and in different colors ? ?",lore
1076,cf06,"Then , take flowers .",lore
1077,cf06,They are many and varied .,lore
1078,cf06,"Also , there's scrap books , collecting newspaper pictures and clippings , or any items of interest to you .",lore
1079,cf06,It's getting interested in something that counts .,lore
1080,cf06,"As for me , I am holding in reserve two huge puzzles ( I love puzzles ) to put together when time hangs heavy on my hands .",lore
1081,cf06,"So far , the covers have never been off the boxes .",lore
1082,cf06,I just don't have time to do half the things I want to do now .,lore
1083,cf06,"So in closing , fellow retired members , I advise you to make the most of each day , enjoy each one to the n'th degree .",lore
1084,cf06,"Travel , if you can .",lore
1085,cf06,Keep occupied to the point you are not bored with life and you will truly find these final days and years of your lives to be sunshine sweet .,lore
1086,cf06,Good Luck ! !,lore
1087,cf06,To one and all -- Good Days ahead ! !,lore
1088,cf06,An important criterion of maturity is creativity .,lore
1089,cf06,The mature person is creative .,lore
1090,cf06,"What does it mean to be creative , a term we hear with increasing frequency these days ? ?",lore
1091,cf06,When we turn to Noah Webster we find him helpful as usual .,lore
1092,cf06,`` To be creative is to have the ability to cause to exist -- to produce where nothing was before -- to bring forth an original production of human intelligence or power '' .,lore
1093,cf06,"We are creative , it seems , when we produce something which has not previously existed .",lore
1094,cf06,"Thus creativity may run all the way from making a cake , building a chicken coop , or producing a book , to founding a business , creating a League of Nations or , developing a mature character .",lore
1095,cf06,"All living creatures from the lowest form of insect or animal life evidence the power of creativity , if it is only to reproduce a form like their own .",lore
1096,cf06,"While man shares this procreative function with all his predecessors in the evolutionary process , he is the only animal with a true non-instinctive and conscious creative ability .",lore
1097,cf06,"An animal , bird or insect creates either a burrow , or nest or hive in unending sameness according to specie .",lore
1098,cf06,Man's great superiority over these evolutionary forbears is in the development of his imagination .,lore
1099,cf06,"This gives him the power to form in his mind new image combinations of old memories , ideas and experiences and to project them outside of himself into his environment in new and ever-changing forms .",lore
1100,cf06,It has been truly said that anything man can imagine he can produce or create by projecting this inner image into its counterpart in the objective world .,lore
1101,cf06,In our own time we have seen the most fantastic imagery of a Jules Verne come into actuality .,lore
1102,cf06,The vision of a Lord Tennyson expressed in a poem 100 years ago took visible form over London in the air blitzes of 1941 .,lore
1103,cf06,In fact all of our civilized world is the resultant of man's projection of his imagination over the past 60 centuries or more .,lore
1104,cf06,"It is in this one aspect , at least , that man seems to be made in the image of his Creator .",lore
1105,cf06,"Not only can man project his imagination out into his environment in concrete forms , but even more importantly , he can turn it inward to help create new and better forms of himself .",lore
1106,cf06,"We recognize that young people through imaginative mind and body training can become athletes , acrobats , dancers , musicians and artists , developing many potentialities .",lore
1107,cf06,We know that actors can learn to portray a wide variety of character roles .,lore
1108,cf06,"By this same combination of the will and the imagination , each one of us can learn to portray permanently the kind of character we would like to be .",lore
1109,cf06,"We must realize with Prof. Charles Morris in his The Open Self that `` Man is the being that can continually remake himself , the artisan that is himself the material for his own creation '' .",lore
1110,cf06,So far in history man has been too greatly over-occupied with projecting things into his environment rather than first creating the sort of person who can make the highest use of the things he has created .,lore
1111,cf06,Is not the present world crisis a race between things we have created which can now destroy us and between populations of sufficient wisdom and character to forestall the tragedy .,lore
1112,cf06,Is it not the obligation of us older citizens to lend our weight to being creative on the character side and to hasten our own maturing process ? ?,lore
1113,cf06,"Sir Julian Huxley in his book Uniqueness Of Man makes the novel point that just as man is unique in being the only animal which requires a long period of infancy and childhood under family protection , so is he the only animal who has a long period after the decline of his procreativity .",lore
1114,cl08,`` Well '' -- said Mr. Skyros .,mystery
1115,cl08,`` I take a little time to think it over '' .,mystery
1116,cl08,It was awkward : very awkward .,mystery
1117,cl08,There would be all the nuisance of contacting someone else to take over .,mystery
1118,cl08,Someone reasonably trustworthy .,mystery
1119,cl08,And Angie would hear about it .,mystery
1120,cl08,And Angie knew --,mystery
1121,cl08,"`` Time '' , said Angie , and he smiled very sweet and slow at Mr. Skyros .",mystery
1122,cl08,"`` Not too much time , because I'll be needing some more myself pretty much right away .",mystery
1123,cl08,"And I done favors for you , big favor not so long back , didn't I , and I'm right here to take on where Pretty left off .",mystery
1124,cl08,No trouble .,mystery
1125,cl08,"I don't want no trouble , you don't want no trouble , nobody wants trouble , Mr. Skyros '' .",mystery
1126,cl08,"Dear heaven , no , thought Mr. Skyros , turning away as another man came in .",mystery
1127,cl08,He straightened his tie at the mirror with a shaking hand ; ;,mystery
1128,cl08,the genial smile seemed painted on his face .,mystery
1129,cl08,Angie knew -- Speak of dangerous information ! !,mystery
1130,cl08,Angie knew too much entirely already .,mystery
1131,cl08,Really he had Mr. Skyros at bay,mystery
1132,cl08,`` Big favor I done you .,mystery
1133,cl08,"Acourse there's this deal o' Denny's -- and Jackie's -- kinda hangin' fire , ain't it , maybe you've been kinda worryin' over that .",mystery
1134,cl08,"And can't say I blame you '' , said Angie thoughtfully .",mystery
1135,cl08,`` This deal with the ace o' spades .,mystery
1136,cl08,"Anything to do with an ace o' spades , bad luck '' .",mystery
1137,cl08,"Ace of spades -- a widow , that was what they called a widow , these low-class crooks remembered Mr. Skyros distractedly .",mystery
1138,cl08,"All about that Angie knew , too .",mystery
1139,cl08,"When things got a little out of hand , they very rapidly got a lot out of hand -- it seemed to be a general rule .",mystery
1140,cl08,"All just by chance , and in a way tracing back to poor Frank , all of it , because naturally -- brothers , living together -- and Angie --",mystery
1141,cl08,"Mr. Skyros did not at all like the look on Angelo's regular-featured , almost girlishly good-looking face -- or indeed anything about Angelo .",mystery
1142,cl08,Mr. Skyros was not a man who thought very much about moral principles ; ;,mystery
1143,cl08,he found money much more interesting ; ;,mystery
1144,cl08,"but all the same he thought now , uneasily , of the way in which Angelo earned his living -- and paid for his own stuff -- and eyed the soft smile , and the spaniel-like dark eyes , and he felt a little ill .",mystery
1145,cl08,"`` Look , my friend '' , he said , `` in my life I learn , how is it the proverb says , better an ounce of prevention to a pound of cure .",mystery
1146,cl08,I stay in business so long because I'm careful .,mystery
1147,cl08,"Two weeks , a month , we talk it over again , and maybe if nothing happens meanwhile to say the cops know this and that , then we make a little deal , isn't it '' ? ?",mystery
1148,cl08,"`` That's a long while '' , said Angie .",mystery
1149,cl08,"`` I tell you , you want to leave it that way , I don't fool around with it .",mystery
1150,cl08,I go over to Castro and get fixed up there .,mystery
1151,cl08,I can't wait no two weeks '' .,mystery
1152,cl08,"And Mr. Skyros didn't like Angie , but what with Prettyman and three of his boys inside , and not likely to come out -- And Angie such a valuable salesman , Prettyman said -- All the nuisance and danger of getting in touch with practically a whole new bunch of boys -- Why did everything have to happen at once ? ?",mystery
1153,cl08,"Denny said stupidly , `` Why , you ain't turning Angie down , are you , Mr. Skyros ? ?",mystery
1154,cl08,"I mean , we all figured -- I guess anybody'd figure -- Angie '' --",mystery
1155,cl08,Angelo gave him an affectionate smile .,mystery
1156,cl08,"`` Mr. Skyros too smart a fellow want to get rid of me '' , he said .",mystery
1157,cl08,"`` It's O.K. , Denny , everything's O.K. Ain't it , Mr. Skyros '' ? ?",mystery
1158,cl08,"Oh , God , the name repeated over and over , anybody to hear -- Not being a fool , Mr. Skyros knew why .",mystery
1159,cl08,"But aside from everything else , it would scarcely be pleasant to have dealings with one who was nominally an underling and actually held -- you could say -- the whip hand .",mystery
1160,cl08,And all because of Domokous ! !,mystery
